datetime,close,return
2026-06-11 16:00:00,135.0,
2026-06-12 11:30:00,164.968994140625,22.19925491898149
2026-06-12 12:30:00,172.27999877929688,4.4317446904233115
2026-06-12 13:30:00,169.1999969482422,-1.7877883984666054
2026-06-12 14:30:00,161.44000244140625,-4.586285252244837
2026-06-12 15:30:00,161.27000427246094,-0.1053011436908391
2026-06-15 09:30:00,170.85000610351562,5.940349461930672
2026-06-15 10:30:00,173.6616973876953,1.6457074531657456
2026-06-15 11:30:00,178.8800048828125,3.0048695674484094
2026-06-15 12:30:00,183.3350067138672,2.4904973778222095
2026-06-15 13:30:00,186.10330200195312,1.5099654657915185
2026-06-15 14:30:00,183.39999389648438,-1.4525847077341947
2026-06-15 15:30:00,192.43499755859375,4.926392564227111
2026-06-16 09:30:00,209.58999633789062,8.914697948367433
2026-06-16 10:30:00,211.1199951171875,0.7299960904767033
2026-06-16 11:30:00,216.55929565429688,2.5764023602265373
2026-06-16 12:30:00,214.66000366210938,-0.8770309242321472
2026-06-16 13:30:00,212.9149932861328,-0.8129182643280553
2026-06-16 14:30:00,204.0500030517578,-4.163628919482198
2026-06-16 15:30:00,202.0,-1.0046572022044176
2026-06-17 09:30:00,196.82009887695312,-2.5643074866568694
2026-06-17 10:30:00,190.42999267578125,-3.246673605812389
2026-06-17 11:30:00,196.6999969482422,3.292550813219841
2026-06-17 12:30:00,198.41000366210938,0.8693476056927052
2026-06-17 13:30:00,196.94000244140625,-0.7408906776729451
2026-06-17 14:30:00,195.50999450683594,-0.7261134948933323
2026-06-17 15:30:00,192.1999969482422,-1.6930068291102218
2026-06-18 09:30:00,180.0850067138672,-6.303324883838302
2026-06-18 10:30:00,176.64999389648438,-1.9074396475663447
2026-06-18 11:30:00,173.10000610351562,-2.0096167085344008
2026-06-18 12:30:00,178.44590759277344,3.088331196280203
2026-06-18 13:30:00,180.03500366210938,0.8905197607346427
2026-06-18 14:30:00,182.35000610351562,1.285862412484562
2026-06-18 15:30:00,184.97000122070312,1.4367946418933464
2026-06-22 09:30:00,166.72500610351562,-9.863758986203319
2026-06-22 10:30:00,169.13999938964844,1.4484889475028018
2026-06-22 11:30:00,165.00999450683594,-2.4417671146481412
2026-06-22 12:30:00,165.0688018798828,0.03563867341649374
2026-06-22 13:30:00,165.6699981689453,0.3642095188283845
2026-06-22 14:30:00,158.75999450683594,-4.170944491146045
2026-06-22 15:30:00,154.58999633789062,-2.6266051355688047
2026-06-23 09:30:00,155.80499267578125,0.7859475817794781
2026-06-23 10:30:00,158.35000610351562,1.633460766581707
2026-06-23 11:30:00,163.60989379882812,3.3216845548297957
2026-06-23 12:30:00,163.81500244140625,0.12536444943258562
2026-06-23 13:30:00,160.32009887695312,-2.1334453574868295
2026-06-23 14:30:00,159.0850067138672,-0.770391343155219
2026-06-23 15:30:00,156.05999755859375,-1.901504873249471
2026-06-23 16:00:00,156.11000061035156,0.03204091537873932
