Date,Open ($),High ($),Low ($),Close ($),Return
2026-06-11,135.0,135.0,135.0,135.0,+0.00%
2026-06-12,164.968994140625,172.27999877929688,161.27000427246094,161.27000427246094,-2.24%
2026-06-15,170.85000610351562,192.43499755859375,170.85000610351562,192.43499755859375,+12.63%
2026-06-16,209.58999633789062,216.55929565429688,202.0,202.0,-3.62%
2026-06-17,196.82009887695312,198.41000366210938,190.42999267578125,192.1999969482422,-2.35%
2026-06-18,180.0850067138672,184.97000122070312,173.10000610351562,184.97000122070312,+2.71%
2026-06-22,166.72500610351562,169.13999938964844,154.58999633789062,154.60000610351562,-7.27%
